1,1,1281,363,236,180,1,-1,-1,-1
2,1,1281,363,236,181,1,-1,-1,-1
3,1,1282,363,236,180,1,-1,-1,-1
4,1,1281,362,237,181,1,-1,-1,-1
5,1,1281,362,237,182,1,-1,-1,-1
6,1,1281,362,236,182,1,-1,-1,-1
7,1,1281,362,237,182,1,-1,-1,-1
8,1,1282,362,236,182,1,-1,-1,-1
9,1,1282,362,236,182,1,-1,-1,-1
10,1,1282,362,236,182,1,-1,-1,-1
11,1,1282,362,236,182,1,-1,-1,-1
12,1,1282,362,235,182,1,-1,-1,-1
13,1,1282,363,236,181,1,-1,-1,-1
14,1,1281,363,237,182,1,-1,-1,-1
15,1,1281,363,237,182,1,-1,-1,-1
16,1,1281,363,237,182,1,-1,-1,-1
17,1,1281,362,237,183,1,-1,-1,-1
18,1,1281,362,237,183,1,-1,-1,-1
19,1,1281,362,237,182,1,-1,-1,-1
20,1,1281,362,238,182,1,-1,-1,-1
21,1,1280,362,238,182,1,-1,-1,-1
22,1,1280,362,238,182,1,-1,-1,-1
23,1,1281,362,238,181,1,-1,-1,-1
24,1,1281,362,237,181,1,-1,-1,-1
25,1,1281,361,237,182,1,-1,-1,-1
26,1,1281,361,237,182,1,-1,-1,-1
27,1,1281,361,237,182,1,-1,-1,-1
28,1,1281,361,237,182,1,-1,-1,-1
29,1,1281,361,237,182,1,-1,-1,-1
30,1,1281,361,236,182,1,-1,-1,-1
31,1,1282,362,236,181,1,-1,-1,-1
32,1,1283,362,235,183,1,-1,-1,-1
33,1,1282,362,235,183,1,-1,-1,-1
34,1,1283,362,235,182,1,-1,-1,-1
35,1,1283,362,235,182,1,-1,-1,-1
36,1,1283,362,235,182,1,-1,-1,-1
37,1,1283,363,235,181,1,-1,-1,-1
38,1,1283,363,235,181,1,-1,-1,-1
39,1,1283,363,235,182,1,-1,-1,-1
40,1,1283,363,235,182,1,-1,-1,-1
41,1,1282,363,235,182,1,-1,-1,-1
42,1,1282,363,235,181,1,-1,-1,-1
43,1,1282,362,235,182,1,-1,-1,-1
44,1,1282,362,235,182,1,-1,-1,-1
45,1,1282,362,235,182,1,-1,-1,-1
46,1,1282,361,235,183,1,-1,-1,-1
47,1,1281,361,236,183,1,-1,-1,-1
48,1,1281,361,236,183,1,-1,-1,-1
49,1,1282,361,235,182,1,-1,-1,-1
50,1,1282,361,235,183,1,-1,-1,-1
51,1,1282,362,235,182,1,-1,-1,-1
52,1,1282,362,235,182,1,-1,-1,-1
53,1,1282,362,235,182,1,-1,-1,-1
54,1,1282,362,235,183,1,-1,-1,-1
55,1,1282,362,235,183,1,-1,-1,-1
56,1,1282,362,235,182,1,-1,-1,-1
57,1,1282,362,235,183,1,-1,-1,-1
58,1,1282,363,235,182,1,-1,-1,-1
59,1,1282,363,235,182,1,-1,-1,-1
60,1,1284,362,234,183,1,-1,-1,-1
61,1,1284,363,234,181,1,-1,-1,-1
