frame,bbox_topleft_x,bbox_topleft_y,bbox_width,bbox_height,track_id,color,type,speed
0,1096,259,78,62,0,9,5,29
1,1093,258,77,61,0,9,5,29
2,1092,259,74,59,0,9,5,29
3,1089,257,74,59,0,9,5,30
4,1087,256,73,58,0,9,5,29
5,1085,254,71,58,0,9,5,29
6,1084,254,69,57,0,9,5,28
7,1083,253,67,56,0,9,5,27
8,1081,252,67,57,0,9,5,26
9,1080,252,63,56,0,9,5,26
10,1080,251,60,53,0,9,5,27
11,1078,251,60,53,0,9,5,28
12,1077,249,60,53,0,9,5,30
13,1078,249,58,51,0,9,5,30
14,1077,249,58,50,0,9,5,30
15,1077,248,56,50,0,9,5,29
16,1077,248,55,50,0,9,5,27
17,1076,246,54,49,0,9,5,27
18,1075,246,53,49,0,9,5,25
19,1075,244,52,50,0,9,5,24
20,1075,245,51,48,0,9,5,25
21,1076,245,50,47,0,9,5,25
22,1076,243,50,46,0,9,5,28
23,1078,243,47,46,0,9,5,27
24,1076,243,49,45,0,9,5,28
25,1077,243,48,44,0,9,5,29
26,1079,244,46,43,0,9,5,31
27,1078,243,46,41,0,9,5,34
28,1078,241,48,40,0,9,5,35
29,1079,239,46,43,0,9,5,37
30,1081,239,44,43,0,9,5,38
31,1080,240,45,39,0,9,5,39
32,1080,240,46,39,0,9,5,35
33,1081,240,44,39,0,9,5,32
34,1081,239,44,39,0,9,5,30
35,1082,240,44,37,0,9,5,29
36,1083,240,43,36,0,9,5,28
37,1084,238,41,37,0,9,5,27
38,1084,236,41,39,0,9,5,27
39,1084,236,41,38,0,9,5,27
40,1084,238,40,35,0,9,5,27
41,1084,238,40,34,0,9,5,28
42,1083,239,41,32,0,9,5,29
43,1084,239,40,31,0,9,5,30
44,1085,237,39,33,0,9,5,32
45,1086,237,38,34,0,9,5,31
46,1086,235,39,33,0,9,5,29
47,1088,236,36,33,0,9,5,22
48,1088,238,34,30,0,9,5,20
49,1087,236,36,32,0,9,5,22
50,1087,239,37,28,0,9,5,26
51,1088,238,36,28,0,9,5,30
52,1089,238,35,27,0,9,5,29
53,1091,237,34,28,0,9,5,30
54,1091,236,33,29,0,9,5,31
55,1091,234,34,29,0,9,5,32
56,1091,234,34,29,0,9,5,30
57,1092,236,33,27,0,9,5,29
58,1092,237,33,25,0,9,5,28
59,1093,237,31,25,0,9,5,27
60,1093,236,32,25,0,9,5,26
61,1093,221,33,40,0,9,5,24
62,1093,217,34,43,0,9,5,25
63,1094,219,31,41,0,9,5,25
64,1094,221,31,38,0,9,5,27
65,1095,231,29,27,0,9,5,28
66,1096,230,29,28,0,9,5,31
69,1097,226,30,30,0,9,5,35
70,1098,220,30,34,0,9,5,37
71,1098,216,31,38,0,9,5,38
72,1097,213,33,42,0,9,5,38
73,1098,216,31,38,0,9,5,32
74,1098,217,31,37,0,9,5,26
75,1098,217,32,38,0,9,5,26
76,1099,217,32,36,0,9,5,31
77,1098,216,33,36,0,9,5,38
78,1099,217,32,34,0,9,5,41
79,1099,217,33,34,0,9,5,46
80,1101,219,30,32,0,9,5,47
81,1101,218,30,32,0,9,5,45
82,1101,218,30,32,0,9,5,39
83,1101,217,30,33,0,9,5,39
84,1101,218,30,32,0,9,5,40
85,1101,219,31,29,0,9,5,42
86,1102,221,30,27,0,9,5,42
87,1103,222,29,26,0,9,5,42
88,1103,220,29,27,0,9,5,38
89,1104,220,29,28,0,9,5,29
90,1104,220,29,28,0,9,5,20
91,1103,219,30,28,0,9,5,20
92,1103,218,30,29,0,9,5,28
93,1103,215,30,31,0,9,5,36
94,1103,215,30,30,0,9,5,43
95,1102,215,32,30,0,9,5,46
96,1103,215,32,28,0,9,5,49
0,1357,266,117,39,1,6,0,5
1,1356,265,117,40,1,6,0,4
2,1356,265,116,40,1,6,0,4
3,1358,265,115,40,1,6,0,3
4,1359,265,113,39,1,6,0,3
5,1361,266,114,39,1,6,0,1
6,1360,266,115,39,1,6,0,1
7,1361,266,114,39,1,6,0,0
8,1359,266,116,39,1,6,0,1
9,1360,266,116,39,1,6,0,2
10,1359,266,116,39,1,6,0,2
11,1359,266,116,40,1,6,0,2
12,1361,266,114,40,1,6,0,2
13,1363,266,111,39,1,6,0,1
14,1365,266,108,39,1,6,0,0
15,1365,266,107,39,1,6,0,1
16,1366,266,106,40,1,6,0,1
17,1365,265,108,40,1,6,0,1
18,1363,266,111,39,1,6,0,0
19,1361,266,114,39,1,6,0,0
20,1361,266,113,40,1,6,0,0
21,1361,266,113,40,1,6,0,0
22,1361,266,113,40,1,6,0,0
23,1363,266,112,39,1,6,0,0
24,1361,266,114,39,1,6,0,1
25,1361,266,114,39,1,6,0,2
26,1361,266,114,39,1,6,0,2
27,1359,266,116,39,1,6,0,1
28,1358,266,116,39,1,6,0,1
29,1358,266,116,39,1,6,0,1
30,1359,266,116,39,1,6,0,2
31,1359,266,115,40,1,6,0,2
32,1360,266,115,40,1,6,0,2
33,1361,266,114,40,1,6,0,2
34,1361,266,114,40,1,6,0,1
35,1361,266,114,40,1,6,0,1
36,1360,265,114,40,1,6,0,1
37,1360,265,113,40,1,6,0,1
38,1360,266,114,39,1,6,0,2
39,1360,266,114,39,1,6,0,2
40,1359,265,115,40,1,6,0,2
41,1360,266,116,40,1,6,0,1
42,1361,266,113,40,1,6,0,2
43,1362,266,112,40,1,6,0,2
44,1362,266,112,40,1,6,0,3
45,1361,266,115,40,1,6,0,3
46,1360,266,115,40,1,6,0,3
47,1359,266,114,39,1,6,0,1
48,1360,266,114,40,1,6,0,0
49,1361,266,116,40,1,6,0,0
50,1360,266,116,40,1,6,0,0
51,1360,266,116,40,1,6,0,0
52,1360,266,115,40,1,6,0,1
53,1360,266,115,39,1,6,0,1
54,1360,266,115,39,1,6,0,2
55,1358,266,117,40,1,6,0,3
56,1358,265,115,40,1,6,0,4
57,1358,265,115,39,1,6,0,3
58,1357,266,116,39,1,6,0,2
59,1357,266,118,39,1,6,0,1
60,1359,266,117,39,1,6,0,1
61,1360,266,117,40,1,6,0,2
62,1359,266,118,39,1,6,0,3
63,1360,266,113,39,1,6,0,3
64,1359,266,114,40,1,6,0,2
65,1358,266,115,40,1,6,0,1
66,1358,266,115,39,1,6,0,0
67,1359,266,115,39,1,6,0,0
68,1360,266,113,40,1,6,0,0
69,1362,266,111,40,1,6,0,0
70,1362,266,111,39,1,6,0,1
71,1361,266,112,39,1,6,0,1
72,1361,265,112,39,1,6,0,2
73,1359,265,115,40,1,6,0,0
74,1359,265,115,40,1,6,0,0
75,1359,265,115,40,1,6,0,0
76,1359,265,114,40,1,6,0,0
77,1359,265,115,40,1,6,0,0
78,1359,265,115,40,1,6,0,0
79,1359,265,115,40,1,6,0,0
80,1360,265,114,40,1,6,0,0
81,1359,265,116,41,1,6,0,0
82,1359,265,116,41,1,6,0,0
83,1359,265,116,40,1,6,0,0
84,1358,265,116,41,1,6,0,0
85,1358,265,116,40,1,6,0,0
86,1358,265,114,41,1,6,0,0
87,1358,265,115,40,1,6,0,1
88,1358,265,114,40,1,6,0,1
89,1359,265,117,41,1,6,0,3
90,1360,265,117,41,1,6,0,3
91,1358,265,119,42,1,6,0,3
107,1360,265,112,41,1,6,0,1
108,1359,264,115,39,1,6,0,1
109,1368,265,110,39,1,6,0,0
127,1360,266,115,40,1,6,0,0
129,1357,266,120,39,1,6,0,0
130,1359,267,116,39,1,6,0,0
131,1358,267,117,39,1,6,0,0
132,1358,266,117,41,1,6,0,0
133,1361,266,112,40,1,6,0,0
134,1361,266,112,40,1,6,0,0
135,1361,266,112,39,1,6,0,0
136,1361,266,112,39,1,6,0,1
137,1361,266,112,39,1,6,0,2
138,1360,266,113,40,1,6,0,2
139,1360,265,112,40,1,6,0,1
140,1359,265,114,40,1,6,0,0
141,1359,265,114,40,1,6,0,0
142,1360,265,114,40,1,6,0,0
143,1363,266,112,40,1,6,0,1
144,1361,265,111,40,1,6,0,1
145,1361,266,111,40,1,6,0,2
146,1361,266,111,40,1,6,0,2
147,1361,266,111,40,1,6,0,2
148,1361,266,110,40,1,6,0,2
149,1360,265,112,41,1,6,0,2
150,1360,266,113,40,1,6,0,1
151,1360,266,113,39,1,6,0,3
152,1360,265,117,41,1,6,0,3
153,1360,265,114,40,1,6,0,3
154,1360,266,116,40,1,6,0,2
155,1360,265,114,40,1,6,0,1
156,1359,266,114,39,1,6,0,1
157,1357,265,114,40,1,6,0,0
158,1358,265,115,40,1,6,0,0
159,1358,265,114,40,1,6,0,0
160,1360,266,112,40,1,6,0,0
161,1360,265,112,40,1,6,0,0
162,1360,265,116,41,1,6,0,0
163,1360,265,115,40,1,6,0,0
164,1360,265,115,40,1,6,0,0
165,1359,265,116,40,1,6,0,0
166,1358,265,118,41,1,6,0,0
167,1358,265,119,41,1,6,0,1
168,1359,265,117,41,1,6,0,0
169,1359,265,116,40,1,6,0,0
170,1359,265,117,40,1,6,0,0
171,1360,266,115,40,1,6,0,0
172,1360,266,118,40,1,6,0,0
173,1360,266,117,39,1,6,0,1
174,1360,266,116,39,1,6,0,1
175,1359,265,116,40,1,6,0,1
176,1359,266,115,40,1,6,0,0
177,1361,266,113,40,1,6,0,0
178,1360,266,115,40,1,6,0,0
179,1360,265,115,40,1,6,0,0
180,1360,265,114,40,1,6,0,0
181,1361,266,114,39,1,6,0,0
182,1363,266,113,39,1,6,0,0
183,1360,265,115,40,1,6,0,0
184,1360,265,116,40,1,6,0,1
185,1358,264,117,41,1,6,0,1
186,1360,265,116,41,1,6,0,1
187,1360,265,115,40,1,6,0,1
188,1361,265,115,41,1,6,0,1
189,1361,265,115,41,1,6,0,1
190,1362,266,116,40,1,6,0,1
191,1363,265,116,40,1,6,0,1
192,1362,265,117,40,1,6,0,1
193,1359,265,117,41,1,6,0,1
194,1360,265,116,41,1,6,0,1
195,1359,265,115,41,1,6,0,1
196,1359,265,117,40,1,6,0,1
197,1359,265,117,40,1,6,0,1
198,1359,265,118,41,1,6,0,1
199,1360,265,118,40,1,6,0,1
200,1360,265,119,40,1,6,0,1
201,1360,265,119,40,1,6,0,1
202,1360,265,118,40,1,6,0,0
203,1361,266,118,40,1,6,0,0
204,1360,266,119,40,1,6,0,0
205,1357,265,121,40,1,6,0,0
206,1358,265,120,40,1,6,0,0
207,1358,265,120,40,1,6,0,0
208,1358,266,121,40,1,6,0,1
209,1358,265,121,40,1,6,0,1
210,1361,266,114,40,1,6,0,1
211,1360,266,114,39,1,6,0,1
212,1359,266,116,40,1,6,0,1
213,1358,265,119,41,1,6,0,1
214,1358,265,120,40,1,6,0,1
215,1357,265,119,41,1,6,0,1
216,1360,265,117,41,1,6,0,0
217,1360,265,116,41,1,6,0,0
218,1362,265,115,41,1,6,0,0
219,1363,265,113,41,1,6,0,0
220,1363,266,113,40,1,6,0,0
221,1363,265,114,41,1,6,0,0
222,1362,266,113,40,1,6,0,0
223,1362,266,114,40,1,6,0,0
224,1361,265,115,41,1,6,0,0
225,1361,266,115,40,1,6,0,0
226,1362,266,113,40,1,6,0,0
227,1362,266,116,40,1,6,0,0
228,1364,266,114,40,1,6,0,0
229,1364,266,114,41,1,6,0,0
230,1364,266,114,40,1,6,0,0
231,1363,265,114,41,1,6,0,0
232,1360,265,118,42,1,6,0,0
233,1360,265,118,41,1,6,0,0
234,1360,265,119,41,1,6,0,0
235,1361,265,118,41,1,6,0,0
236,1360,265,118,41,1,6,0,0
237,1362,265,117,41,1,6,0,0
238,1360,266,117,40,1,6,0,0
239,1361,266,117,40,1,6,0,2
240,1358,265,119,40,1,6,0,2
241,1357,264,120,40,1,6,0,3
242,1358,266,120,40,1,6,0,2
243,1358,265,121,40,1,6,0,2
244,1359,264,119,41,1,6,0,2
245,1359,265,119,40,1,6,0,2
246,1361,266,118,40,1,6,0,2
247,1361,266,118,40,1,6,0,1
248,1359,265,117,40,1,6,0,1
249,1359,265,118,40,1,6,0,0
250,1360,265,118,40,1,6,0,0
251,1360,265,118,40,1,6,0,0
252,1362,265,115,40,1,6,0,0
253,1360,266,114,40,1,6,0,0
254,1361,265,116,41,1,6,0,1
255,1361,266,116,40,1,6,0,2
256,1363,265,114,40,1,6,0,2
257,1363,266,114,40,1,6,0,2
258,1363,266,114,40,1,6,0,1
259,1361,265,115,40,1,6,0,1
260,1362,265,115,41,1,6,0,0
261,1361,265,116,41,1,6,0,0
262,1362,265,116,41,1,6,0,1
263,1362,265,116,41,1,6,0,1
264,1362,265,114,40,1,6,0,2
265,1362,265,114,40,1,6,0,2
266,1361,265,115,40,1,6,0,2
267,1361,265,115,40,1,6,0,2
268,1360,265,115,40,1,6,0,2
269,1360,265,117,40,1,6,0,2
270,1360,266,118,40,1,6,0,1
271,1360,265,118,40,1,6,0,2
272,1360,266,118,40,1,6,0,2
273,1360,266,118,40,1,6,0,2
274,1363,265,116,41,1,6,0,1
275,1363,265,115,40,1,6,0,1
276,1361,265,116,41,1,6,0,1
277,1361,265,117,40,1,6,0,1
278,1359,266,116,40,1,6,0,1
279,1359,266,119,39,1,6,0,0
280,1359,266,120,39,1,6,0,0
281,1358,266,120,39,1,6,0,0
282,1359,266,118,40,1,6,0,0
283,1360,265,118,40,1,6,0,0
284,1360,265,117,41,1,6,0,0
285,1360,265,117,41,1,6,0,0
286,1360,265,117,41,1,6,0,0
287,1360,265,117,40,1,6,0,0
288,1357,264,119,42,1,6,0,0
289,1357,264,119,42,1,6,0,1
290,1356,264,120,42,1,6,0,1
291,1357,263,121,42,1,6,0,1
292,1359,264,116,41,1,6,0,0
293,1358,264,118,41,1,6,0,0
294,1359,264,118,41,1,6,0,0
295,1359,264,117,41,1,6,0,0
296,1359,264,118,41,1,6,0,0
297,1358,264,119,41,1,6,0,0
298,1358,265,118,40,1,6,0,1
299,1358,265,118,40,1,6,0,1
300,1358,264,116,41,1,6,0,1
301,1360,264,113,41,1,6,0,0
302,1359,264,114,41,1,6,0,0
303,1359,264,115,41,1,6,0,0
304,1359,264,115,41,1,6,0,0
305,1360,264,117,41,1,6,0,0
306,1360,264,117,41,1,6,0,0
307,1360,264,117,41,1,6,0,0
308,1359,264,118,41,1,6,0,0
309,1359,264,118,41,1,6,0,0
310,1358,265,118,41,1,6,0,0
311,1360,265,115,41,1,6,0,0
312,1359,265,115,40,1,6,0,0
313,1359,265,114,40,1,6,0,0
314,1359,265,117,40,1,6,0,0
315,1358,265,117,40,1,6,0,0
316,1358,265,119,40,1,6,0,0
317,1358,265,117,40,1,6,0,0
318,1358,265,117,40,1,6,0,0
319,1358,265,115,40,1,6,0,0
320,1358,265,115,40,1,6,0,0
321,1359,265,115,40,1,6,0,0
322,1360,265,114,40,1,6,0,0
323,1360,265,114,40,1,6,0,0
324,1359,265,115,41,1,6,0,0
325,1359,264,116,41,1,6,0,0
326,1359,264,117,41,1,6,0,0
327,1359,264,117,41,1,6,0,0
328,1359,264,116,41,1,6,0,0
329,1359,264,116,41,1,6,0,0
330,1359,265,115,41,1,6,0,0
331,1360,265,113,41,1,6,0,0
332,1360,265,116,41,1,6,0,0
333,1361,264,113,41,1,6,0,0
334,1360,264,115,41,1,6,0,1
335,1360,264,115,41,1,6,0,1
336,1359,264,116,41,1,6,0,1
337,1359,264,114,41,1,6,0,1
338,1359,264,114,41,1,6,0,1
339,1360,264,115,41,1,6,0,0
340,1359,264,116,41,1,6,0,0
341,1359,264,116,41,1,6,0,0
342,1359,265,119,41,1,6,0,0
343,1359,264,117,41,1,6,0,0
344,1359,264,116,41,1,6,0,0
345,1359,264,117,41,1,6,0,0
346,1360,264,116,41,1,6,0,1
347,1359,265,115,40,1,6,0,1
348,1359,265,115,40,1,6,0,1
349,1361,266,115,39,1,6,0,0
350,1360,266,115,39,1,6,0,0
351,1359,266,118,40,1,6,0,0
352,1357,265,118,40,1,6,0,0
353,1358,265,115,40,1,6,0,0
354,1357,265,115,40,1,6,0,0
355,1357,265,115,40,1,6,0,0
356,1358,265,116,40,1,6,0,0
357,1359,266,114,39,1,6,0,1
358,1359,266,114,39,1,6,0,1
359,1359,266,114,39,1,6,0,1
360,1357,265,117,40,1,6,0,0
361,1358,265,114,40,1,6,0,0
362,1357,264,116,41,1,6,0,0
363,1357,265,116,40,1,6,0,0
364,1357,266,119,40,1,6,0,0
365,1358,266,119,40,1,6,0,1
366,1360,265,117,40,1,6,0,2
367,1358,266,119,40,1,6,0,3
368,1358,266,118,40,1,6,0,2
369,1358,266,119,40,1,6,0,1
370,1358,266,119,40,1,6,0,0
371,1358,266,117,40,1,6,0,1
372,1358,265,116,40,1,6,0,1
373,1358,265,117,40,1,6,0,2
374,1358,266,117,40,1,6,0,1
375,1358,266,116,40,1,6,0,1
376,1359,266,116,40,1,6,0,1
377,1359,265,115,40,1,6,0,1
378,1359,265,114,40,1,6,0,1
379,1359,265,115,40,1,6,0,1
380,1357,265,119,40,1,6,0,1
381,1358,265,118,41,1,6,0,1
382,1358,265,118,41,1,6,0,1
383,1358,265,119,41,1,6,0,2
384,1359,264,117,41,1,6,0,1
385,1360,265,118,40,1,6,0,0
386,1360,265,116,40,1,6,0,0
387,1358,265,118,41,1,6,0,0
388,1359,265,117,41,1,6,0,1
389,1358,264,120,41,1,6,0,1
390,1358,264,119,42,1,6,0,1
391,1358,264,119,42,1,6,0,1
392,1358,264,119,42,1,6,0,1
393,1358,264,119,42,1,6,0,1
394,1359,265,118,41,1,6,0,1
395,1358,265,118,41,1,6,0,1
396,1359,265,118,41,1,6,0,0
397,1360,265,118,41,1,6,0,0
398,1359,265,119,41,1,6,0,0
399,1357,264,120,41,1,6,0,0
400,1357,264,120,42,1,6,0,0
401,1357,264,120,42,1,6,0,0
402,1357,264,120,42,1,6,0,0
403,1357,265,121,42,1,6,0,0
404,1358,265,120,41,1,6,0,0
405,1360,265,116,41,1,6,0,0
406,1361,265,115,41,1,6,0,0
407,1360,265,117,41,1,6,0,0
408,1360,265,117,41,1,6,0,0
409,1360,265,116,41,1,6,0,0
410,1360,265,116,41,1,6,0,0
411,1360,265,116,41,1,6,0,0
412,1360,265,116,41,1,6,0,0
413,1363,266,113,40,1,6,0,0
414,1364,266,113,40,1,6,0,0
415,1364,266,113,40,1,6,0,0
416,1364,266,112,40,1,6,0,0
417,1360,265,117,41,1,6,0,0
418,1360,265,117,41,1,6,0,0
419,1360,265,117,41,1,6,0,0
420,1361,265,116,41,1,6,0,0
421,1361,265,116,41,1,6,0,0
422,1360,265,116,41,1,6,0,0
423,1361,266,116,41,1,6,0,1
424,1361,265,114,41,1,6,0,0
425,1361,265,114,41,1,6,0,0
426,1360,265,116,41,1,6,0,0
427,1361,265,116,41,1,6,0,0
428,1360,265,116,41,1,6,0,1
429,1360,265,116,41,1,6,0,1
430,1360,265,116,41,1,6,0,1
431,1361,265,116,41,1,6,0,0
432,1362,265,114,41,1,6,0,0
433,1362,265,114,41,1,6,0,1
434,1362,265,114,41,1,6,0,2
435,1359,264,116,41,1,6,0,3
436,1359,264,115,41,1,6,0,3
437,1360,264,115,41,1,6,0,2
438,1358,265,117,41,1,6,0,1
439,1357,265,120,41,1,6,0,2
440,1359,265,116,41,1,6,0,4
441,1360,266,117,40,1,6,0,5
442,1360,266,119,42,1,6,0,4
443,1361,265,117,41,1,6,0,2
444,1358,265,118,41,1,6,0,1
445,1359,264,119,42,1,6,0,1
446,1358,264,119,42,1,6,0,3
447,1358,265,119,41,1,6,0,3
448,1359,265,118,41,1,6,0,5
449,1358,265,118,40,1,6,0,5
450,1360,266,116,39,1,6,0,6
451,1360,265,115,39,1,6,0,4
452,1360,265,115,39,1,6,0,2
453,1360,266,116,40,1,6,0,1
454,1359,265,117,40,1,6,0,0
455,1359,265,117,40,1,6,0,0
456,1358,265,116,40,1,6,0,0
457,1358,265,116,40,1,6,0,1
458,1358,265,116,40,1,6,0,1
459,1358,265,116,40,1,6,0,1
460,1359,265,114,39,1,6,0,1
461,1359,266,115,39,1,6,0,0
462,1359,266,116,39,1,6,0,0
463,1361,266,112,39,1,6,0,0
464,1361,266,112,39,1,6,0,0
465,1360,265,113,39,1,6,0,0
466,1360,265,114,39,1,6,0,0
467,1360,265,113,39,1,6,0,0
468,1360,266,115,39,1,6,0,0
469,1360,266,115,39,1,6,0,1
470,1360,266,115,39,1,6,0,1
471,1360,266,115,39,1,6,0,3
472,1360,265,112,40,1,6,0,3
473,1361,266,114,40,1,6,0,4
474,1361,266,113,40,1,6,0,3
475,1361,266,113,40,1,6,0,3
476,1361,266,114,40,1,6,0,2
477,1361,266,113,40,1,6,0,1
478,1361,265,114,40,1,6,0,1
479,1365,266,109,40,1,6,0,0
480,1366,266,107,41,1,6,0,0
481,1366,266,107,40,1,6,0,0
482,1365,265,106,40,1,6,0,0
483,1365,265,106,41,1,6,0,1
484,1365,265,109,40,1,6,0,2
485,1362,265,109,40,1,6,0,4
486,1362,265,110,40,1,6,0,3
487,1362,265,109,40,1,6,0,2
488,1362,266,112,40,1,6,0,1
489,1363,266,112,40,1,6,0,1
490,1361,266,113,40,1,6,0,1
491,1361,265,110,39,1,6,0,1
492,1362,265,114,39,1,6,0,2
493,1362,265,114,40,1,6,0,2
494,1362,265,114,40,1,6,0,2
495,1360,265,114,41,1,6,0,1
496,1360,265,114,41,1,6,0,2
497,1360,265,113,41,1,6,0,3
498,1360,265,114,41,1,6,0,3
499,1360,265,114,41,1,6,0,3
500,1362,265,112,41,1,6,0,2
501,1361,265,112,41,1,6,0,2
502,1361,265,112,41,1,6,0,1
503,1361,265,112,41,1,6,0,0
504,1362,265,113,41,1,6,0,0
505,1362,265,114,41,1,6,0,0
506,1362,265,114,41,1,6,0,0
507,1363,265,112,41,1,6,0,0
508,1363,265,112,41,1,6,0,0
509,1362,265,114,40,1,6,0,0
510,1363,265,112,41,1,6,0,0
511,1364,265,111,41,1,6,0,0
512,1363,265,111,41,1,6,0,0
513,1364,265,111,41,1,6,0,1
514,1363,265,112,41,1,6,0,1
515,1363,266,112,41,1,6,0,2
516,1363,266,112,41,1,6,0,1
517,1363,266,112,41,1,6,0,1
518,1363,265,112,41,1,6,0,0
519,1361,265,114,41,1,6,0,1
520,1361,265,114,41,1,6,0,2
521,1361,265,114,41,1,6,0,2
522,1361,265,114,41,1,6,0,2
523,1361,265,115,41,1,6,0,3
524,1360,266,115,41,1,6,0,3
525,1361,266,114,41,1,6,0,3
526,1361,266,114,40,1,6,0,3
527,1361,266,114,41,1,6,0,2
528,1361,266,114,41,1,6,0,2
529,1361,265,111,41,1,6,0,2
530,1361,265,111,41,1,6,0,3
531,1361,265,111,41,1,6,0,2
532,1362,265,112,41,1,6,0,1
533,1362,266,112,40,1,6,0,1
534,1362,266,113,40,1,6,0,1
535,1359,266,117,40,1,6,0,1
536,1359,266,117,41,1,6,0,1
537,1359,265,116,40,1,6,0,0
538,1358,266,118,40,1,6,0,1
539,1359,266,118,40,1,6,0,1
540,1358,265,119,40,1,6,0,2
541,1359,266,118,40,1,6,0,1
542,1360,266,116,40,1,6,0,1
543,1360,266,116,40,1,6,0,1
544,1360,266,116,40,1,6,0,1
545,1362,265,114,40,1,6,0,1
546,1362,265,114,40,1,6,0,0
547,1361,265,116,40,1,6,0,0
548,1360,265,116,40,1,6,0,0
549,1361,265,117,41,1,6,0,0
550,1361,265,117,41,1,6,0,0
551,1362,265,116,40,1,6,0,0
552,1361,265,116,40,1,6,0,0
553,1360,265,116,40,1,6,0,0
554,1361,265,116,40,1,6,0,1
555,1359,265,114,40,1,6,0,1
556,1359,265,115,40,1,6,0,0
557,1359,265,115,40,1,6,0,0
558,1359,265,116,40,1,6,0,0
559,1359,265,116,40,1,6,0,0
560,1359,265,115,40,1,6,0,0
561,1359,265,115,40,1,6,0,0
562,1359,265,115,40,1,6,0,0
563,1359,265,116,40,1,6,0,0
564,1357,265,117,40,1,6,0,0
565,1361,265,112,40,1,6,0,0
566,1361,266,114,40,1,6,0,1
567,1361,266,114,40,1,6,0,2
568,1361,266,113,40,1,6,0,2
569,1362,266,113,40,1,6,0,2
570,1361,266,113,40,1,6,0,2
571,1362,266,112,40,1,6,0,1
572,1362,266,112,40,1,6,0,0
573,1362,266,112,40,1,6,0,0
574,1362,266,113,40,1,6,0,0
575,1360,266,114,40,1,6,0,0
576,1362,266,112,40,1,6,0,0
577,1362,266,112,40,1,6,0,0
578,1362,266,112,40,1,6,0,0
579,1362,266,111,40,1,6,0,0
580,1362,266,112,39,1,6,0,1
581,1362,266,112,39,1,6,0,1
582,1362,266,111,39,1,6,0,1
583,1360,266,114,39,1,6,0,1
584,1360,266,114,39,1,6,0,1
585,1361,266,113,40,1,6,0,1
586,1360,266,115,40,1,6,0,1
587,1360,266,115,40,1,6,0,1
588,1362,265,111,40,1,6,0,1
589,1363,266,111,40,1,6,0,1
590,1363,265,111,40,1,6,0,0
591,1363,266,111,40,1,6,0,0
592,1364,266,111,40,1,6,0,1
593,1364,265,110,40,1,6,0,1
594,1363,266,111,40,1,6,0,1
595,1363,265,112,40,1,6,0,1
596,1362,265,112,40,1,6,0,0
597,1363,265,112,40,1,6,0,1
598,1363,266,111,40,1,6,0,1
599,1363,266,111,40,1,6,0,1
600,1364,266,110,39,1,6,0,1
601,1364,266,110,39,1,6,0,0
602,1364,266,110,39,1,6,0,1
