frame,bbox_topleft_x,bbox_topleft_y,bbox_width,bbox_height,track_id,color,type,speed
0,608,453,451,258,517,9,1,21
1,566,444,439,250,517,9,1,22
2,519,436,440,247,517,9,1,22
3,474,426,430,241,517,9,1,24
4,428,421,427,232,517,9,1,24
5,384,415,417,225,517,9,1,24
6,338,409,415,223,517,9,1,24
7,290,405,413,216,517,9,1,25
8,246,400,407,213,517,9,1,25
9,200,400,402,204,517,9,1,25
10,153,398,399,200,517,9,1,25
11,105,391,396,201,517,9,1,25
12,60,392,392,194,517,9,1,24
13,15,391,383,188,517,9,1,24
14,0,390,352,184,517,9,1,24
15,1,386,301,185,517,9,1,24
16,0,386,253,181,517,9,1,23
17,2,386,204,176,517,9,1,22
18,1,386,156,175,517,9,1,21
19,0,386,107,152,517,9,1,20
0,479,238,113,104,518,3,4,0
1,478,238,115,104,518,3,4,0
2,478,238,115,104,518,3,4,0
3,479,238,115,104,518,3,4,0
4,479,237,117,105,518,3,4,0
5,479,237,116,105,518,3,4,0
6,479,236,116,105,518,3,4,0
7,480,236,117,106,518,3,4,0
8,480,236,118,106,518,3,4,0
9,479,236,119,106,518,3,4,0
10,480,237,118,106,518,3,4,0
11,479,236,118,106,518,3,4,0
12,479,236,116,106,518,3,4,0
13,478,235,116,107,518,3,4,0
14,478,235,116,107,518,3,4,0
15,478,236,116,106,518,3,4,0
16,478,236,116,106,518,3,4,0
17,479,236,116,106,518,3,4,0
18,479,236,116,106,518,3,4,0
19,479,236,116,106,518,3,4,0
20,479,237,114,104,518,3,4,0
21,479,237,114,104,518,3,4,0
22,479,238,114,104,518,3,4,0
23,479,238,114,104,518,3,4,0
24,479,238,115,104,518,3,4,0
25,479,238,114,104,518,3,4,0
26,479,238,114,104,518,3,4,0
27,478,237,115,104,518,3,4,0
28,478,237,114,104,518,3,4,0
29,478,237,115,105,518,3,4,0
30,479,236,115,107,518,3,4,0
31,479,236,115,107,518,3,4,0
32,479,236,115,107,518,3,4,0
33,479,235,116,106,518,3,4,0
34,479,236,116,105,518,3,4,0
35,479,236,117,105,518,3,4,0
36,479,237,114,105,518,3,4,0
37,479,237,114,105,518,3,4,0
38,479,237,114,105,518,3,4,0
39,479,237,115,105,518,3,4,0
40,479,238,113,104,518,3,4,0
41,480,237,113,104,518,3,4,0
42,480,237,113,104,518,3,4,0
43,479,238,113,103,518,3,4,0
44,479,238,113,104,518,3,4,0
45,479,238,113,104,518,3,4,0
46,479,239,114,103,518,3,4,0
47,479,239,114,103,518,3,4,0
48,479,238,113,104,518,3,4,0
49,479,237,114,104,518,3,4,0
50,479,238,114,104,518,3,4,0
51,479,239,114,103,518,3,4,0
52,479,239,114,104,518,3,4,0
53,479,238,114,104,518,3,4,0
54,479,238,113,104,518,3,4,0
55,479,239,113,103,518,3,4,0
56,479,239,114,103,518,3,4,0
57,479,239,115,103,518,3,4,0
58,480,239,113,103,518,3,4,0
59,479,239,113,103,518,3,4,0
60,479,237,113,104,518,3,4,0
61,478,238,113,104,518,3,4,0
62,479,237,113,105,518,3,4,0
63,479,237,113,105,518,3,4,0
64,479,237,113,105,518,3,4,0
65,478,237,113,105,518,3,4,0
66,479,237,113,105,518,3,4,0
67,479,237,114,105,518,3,4,0
68,479,237,114,105,518,3,4,0
69,479,237,115,105,518,3,4,0
70,479,238,114,103,518,3,4,0
71,479,239,113,103,518,3,4,0
72,479,239,114,103,518,3,4,0
73,479,239,113,103,518,3,4,0
74,479,239,114,103,518,3,4,0
75,479,239,113,103,518,3,4,0
76,479,239,113,103,518,3,4,0
77,479,239,114,102,518,3,4,0
78,479,239,114,103,518,3,4,0
79,479,239,114,103,518,3,4,0
80,479,238,114,104,518,3,4,0
81,479,238,114,104,518,3,4,0
82,479,238,114,104,518,3,4,0
83,479,238,114,104,518,3,4,0
84,479,237,113,104,518,3,4,0
85,479,238,113,104,518,3,4,0
86,478,235,114,107,518,3,4,0
87,478,235,116,107,518,3,4,0
88,477,236,117,107,518,3,4,0
89,476,236,119,107,518,3,4,1
90,476,239,116,105,518,3,4,2
91,474,239,114,106,518,3,4,2
92,474,240,117,105,518,3,4,3
93,473,240,120,107,518,3,4,4
94,471,240,119,108,518,3,4,4
95,470,241,119,109,518,3,4,6
96,468,240,125,112,518,3,4,7
97,465,242,121,113,518,3,4,8
98,462,245,124,112,518,3,4,9
99,460,246,125,112,518,3,4,9
100,458,245,128,117,518,3,4,10
101,456,246,134,119,518,3,4,11
102,454,246,133,121,518,3,4,11
103,450,254,127,116,518,3,4,12
104,447,255,133,117,518,3,4,12
105,444,256,137,120,518,3,4,13
106,439,255,142,124,518,3,4,13
107,435,260,141,124,518,3,4,14
108,431,262,141,127,518,3,4,15
109,426,262,147,133,518,3,4,16
110,422,268,149,130,518,3,4,17
111,416,270,150,133,518,3,4,18
112,409,274,151,134,518,3,4,19
113,405,274,158,141,518,3,4,19
114,397,281,159,142,518,3,4,20
115,390,284,163,144,518,3,4,21
116,383,287,166,151,518,3,4,22
117,375,291,172,153,518,3,4,22
118,370,299,171,152,518,3,4,22
119,359,304,178,155,518,3,4,23
120,351,307,180,163,518,3,4,23
121,340,314,186,164,518,3,4,24
122,329,320,195,170,518,3,4,24
123,316,327,200,172,518,3,4,25
124,304,333,200,181,518,3,4,26
125,290,344,206,184,518,3,4,27
126,272,349,218,194,518,3,4,28
127,257,358,222,200,518,3,4,29
128,240,371,229,204,518,3,4,30
129,222,379,234,214,518,3,4,31
130,198,388,248,231,518,3,4,32
131,176,400,256,242,518,3,4,32
132,148,420,270,247,518,3,4,33
133,124,434,275,258,518,3,4,33
134,94,451,291,272,518,3,4,34
135,58,469,310,287,518,3,4,34
136,19,490,325,306,518,3,4,34
137,0,511,321,322,518,3,4,34
138,1,537,295,343,518,3,4,34
139,0,564,266,370,518,3,4,34
140,0,595,231,400,518,3,4,34
141,1,634,195,418,518,3,4,33
142,1,672,154,403,518,3,4,32
143,0,719,110,351,518,3,4,32
0,667,225,106,111,519,9,1,1
1,667,226,105,109,519,9,1,1
2,667,226,105,109,519,9,1,1
3,667,226,105,108,519,9,1,1
4,667,225,105,109,519,9,1,0
5,668,226,105,109,519,9,1,0
6,668,225,105,109,519,9,1,0
7,668,225,105,110,519,9,1,0
8,668,225,105,110,519,9,1,0
9,668,225,105,109,519,9,1,0
10,668,225,105,109,519,9,1,0
11,667,224,105,111,519,9,1,0
12,667,224,105,111,519,9,1,0
13,666,224,105,110,519,9,1,0
14,666,224,105,111,519,9,1,0
15,667,224,105,110,519,9,1,0
16,667,225,105,110,519,9,1,0
17,667,224,105,110,519,9,1,0
18,667,225,105,110,519,9,1,0
19,668,224,104,110,519,9,1,0
20,668,227,103,108,519,9,1,0
21,668,226,104,109,519,9,1,0
22,668,226,104,108,519,9,1,0
23,668,226,103,109,519,9,1,0
24,668,226,103,109,519,9,1,0
25,668,225,104,110,519,9,1,0
26,668,226,103,109,519,9,1,0
27,667,225,104,110,519,9,1,0
28,667,226,104,109,519,9,1,0
29,667,226,104,109,519,9,1,0
30,667,225,104,110,519,9,1,0
31,667,225,104,110,519,9,1,0
32,667,224,104,110,519,9,1,0
33,667,225,105,109,519,9,1,0
34,667,226,105,109,519,9,1,0
35,667,225,104,110,519,9,1,0
36,665,225,106,110,519,9,1,0
37,665,225,107,110,519,9,1,0
38,665,225,107,110,519,9,1,0
39,665,225,107,110,519,9,1,0
40,667,225,106,109,519,9,1,0
41,667,224,105,110,519,9,1,0
42,667,225,105,110,519,9,1,0
43,667,225,106,109,519,9,1,0
44,666,225,106,110,519,9,1,0
45,667,225,105,109,519,9,1,0
46,667,226,105,109,519,9,1,0
47,667,225,105,109,519,9,1,0
48,667,226,105,109,519,9,1,0
49,667,226,105,109,519,9,1,0
50,668,227,104,108,519,9,1,0
51,667,227,105,108,519,9,1,0
52,668,228,105,107,519,9,1,0
53,668,227,105,108,519,9,1,0
54,668,227,105,108,519,9,1,0
55,668,227,104,108,519,9,1,0
56,668,227,104,108,519,9,1,0
57,668,227,104,108,519,9,1,0
58,668,227,104,108,519,9,1,0
59,668,227,104,107,519,9,1,0
60,666,226,106,109,519,9,1,0
61,666,226,106,108,519,9,1,0
62,665,226,107,108,519,9,1,0
63,664,226,108,109,519,9,1,0
64,664,226,108,109,519,9,1,0
65,664,226,108,109,519,9,1,0
66,667,227,105,108,519,9,1,0
67,667,226,104,108,519,9,1,0
68,667,227,104,109,519,9,1,0
69,668,226,104,109,519,9,1,0
70,668,227,104,108,519,9,1,0
71,668,227,105,108,519,9,1,0
72,668,227,105,108,519,9,1,0
73,668,227,104,108,519,9,1,0
74,668,227,104,108,519,9,1,0
75,668,227,104,108,519,9,1,0
76,668,227,104,107,519,9,1,0
77,668,227,104,107,519,9,1,0
78,669,227,103,108,519,9,1,0
79,669,227,103,108,519,9,1,0
80,668,226,103,109,519,9,1,0
81,668,226,103,109,519,9,1,0
82,668,226,103,109,519,9,1,0
83,668,226,104,109,519,9,1,0
84,668,227,103,108,519,9,1,0
85,668,227,103,108,519,9,1,0
86,668,227,103,108,519,9,1,0
87,668,227,104,108,519,9,1,0
88,667,227,105,109,519,9,1,0
89,667,227,104,108,519,9,1,0
90,667,227,104,108,519,9,1,0
91,667,227,104,108,519,9,1,0
92,668,227,104,108,519,9,1,0
93,668,227,104,108,519,9,1,0
94,667,227,105,108,519,9,1,0
95,668,227,104,108,519,9,1,0
96,668,227,104,108,519,9,1,0
97,667,227,105,107,519,9,1,0
98,667,227,105,108,519,9,1,0
99,667,228,105,107,519,9,1,0
100,668,227,104,108,519,9,1,0
101,667,227,104,108,519,9,1,0
102,667,228,104,107,519,9,1,0
103,667,227,104,108,519,9,1,0
104,667,228,104,107,519,9,1,0
105,667,228,104,108,519,9,1,0
106,667,227,105,108,519,9,1,0
107,666,227,106,108,519,9,1,0
108,667,227,105,108,519,9,1,0
109,665,228,106,108,519,9,1,0
110,666,227,105,110,519,9,1,1
111,666,227,106,110,519,9,1,2
112,664,227,106,112,519,9,1,3
113,663,228,108,113,519,9,1,4
114,661,229,110,113,519,9,1,5
115,659,229,110,114,519,9,1,6
116,657,232,112,113,519,9,1,7
117,657,231,115,117,519,9,1,8
118,655,234,115,115,519,9,1,9
119,655,237,114,115,519,9,1,10
120,654,238,115,117,519,9,1,11
121,653,239,116,120,519,9,1,13
122,651,244,118,119,519,9,1,14
123,648,244,121,124,519,9,1,16
124,645,248,121,125,519,9,1,17
125,642,256,122,120,519,9,1,18
126,639,255,125,127,519,9,1,19
127,635,256,129,132,519,9,1,20
128,633,261,129,134,519,9,1,21
129,632,265,129,138,519,9,1,22
130,630,269,130,139,519,9,1,23
131,623,278,136,138,519,9,1,24
132,612,273,148,150,519,9,1,24
133,610,287,151,143,519,9,1,25
134,605,286,155,155,519,9,1,26
135,603,293,156,159,519,9,1,27
136,599,299,156,164,519,9,1,28
137,590,303,164,170,519,9,1,29
138,585,311,165,175,519,9,1,30
139,576,318,170,181,519,9,1,30
140,569,328,174,186,519,9,1,30
141,557,334,187,196,519,9,1,31
142,549,345,187,202,519,9,1,32
143,539,358,192,208,519,9,1,33
144,529,368,197,221,519,9,1,34
145,515,380,209,235,519,9,1,35
146,502,397,215,240,519,9,1,36
147,488,414,224,252,519,9,1,37
148,472,431,234,268,519,9,1,37
149,455,449,245,286,519,9,1,38
150,433,472,260,302,519,9,1,38
151,413,495,272,320,519,9,1,38
152,387,524,289,343,519,9,1,38
153,357,553,310,370,519,9,1,38
154,324,589,332,401,519,9,1,37
155,290,628,353,436,519,9,1,36
156,245,674,387,400,519,9,1,34
157,201,726,417,349,519,9,1,32
158,146,790,453,286,519,9,1,29
159,156,861,419,212,519,9,1,28
160,149,953,389,122,519,9,1,26
0,699,127,46,36,520,6,5,33
1,695,127,50,38,520,6,5,33
2,694,131,51,36,520,6,5,34
3,692,131,52,37,520,6,5,38
