frame,bbox_topleft_x,bbox_topleft_y,bbox_width,bbox_height,track_id,color,type,speed
58,0,667,98,162,8,3,5,28
59,0,631,178,246,8,3,5,28
60,0,598,261,301,8,3,5,28
61,0,590,348,324,8,3,5,28
62,1,601,442,329,8,3,5,28
63,1,609,540,335,8,3,5,28
64,0,620,642,344,8,3,5,28
65,38,630,717,345,8,3,5,28
66,101,640,767,354,8,3,5,29
67,184,654,808,357,8,3,5,30
68,284,666,833,364,8,3,5,30
69,407,670,847,377,8,3,5,31
70,523,684,873,381,8,3,5,31
71,652,701,895,378,8,3,5,32
72,787,714,913,365,8,3,5,32
73,933,728,918,350,8,3,5,33
74,1088,741,830,338,8,3,5,33
75,1251,756,668,322,8,3,5,33
76,1419,768,500,311,8,3,5,33
77,1594,810,325,267,8,3,5,33
31,0,614,228,292,9,5,5,33
32,0,609,315,311,9,5,5,33
33,0,609,403,325,9,5,5,33
34,1,622,500,330,9,5,5,33
35,0,621,609,345,9,5,5,33
36,0,646,720,340,9,5,5,33
37,76,658,760,346,9,5,5,33
38,174,670,790,352,9,5,5,33
39,283,683,814,360,9,5,5,33
40,403,696,832,368,9,5,5,33
41,530,711,851,368,9,5,5,33
42,666,725,869,354,9,5,5,34
43,811,737,876,339,9,5,5,35
44,968,757,885,323,9,5,5,35
45,1128,771,789,308,9,5,5,36
46,1297,787,620,290,9,5,5,37
47,1474,805,446,271,9,5,5,37
48,1654,845,265,230,9,5,5,38
82,2,644,528,253,11,5,0,32
83,69,656,579,265,11,5,0,34
84,146,668,623,267,11,5,0,35
85,227,683,674,297,11,5,0,36
86,323,693,706,306,11,5,0,36
87,446,705,717,316,11,5,0,36
88,570,723,732,320,11,5,0,36
89,716,733,722,328,11,5,0,36
90,868,750,703,325,11,5,0,36
91,1024,767,701,311,11,5,0,36
92,1190,781,648,295,11,5,0,36
93,1359,798,559,277,11,5,0,36
94,1532,811,386,265,11,5,0,36
95,1711,842,208,235,11,5,0,36
115,1862,554,57,106,13,3,4,25
116,1808,539,111,127,13,3,4,25
117,1748,510,171,152,13,3,4,25
118,1688,495,231,163,13,3,4,25
119,1626,480,293,175,13,3,4,25
120,1562,478,356,190,13,3,4,25
121,1494,478,423,185,13,3,4,25
122,1427,474,470,183,13,3,4,25
123,1356,468,478,186,13,3,4,25
124,1286,464,471,184,13,3,4,26
125,1213,457,478,184,13,3,4,26
126,1143,450,470,184,13,3,4,27
127,1074,446,462,178,13,3,4,28
128,998,441,464,178,13,3,4,29
129,923,434,458,177,13,3,4,30
130,850,429,449,175,13,3,4,31
131,770,425,455,173,13,3,4,32
132,697,420,450,172,13,3,4,33
133,623,416,442,170,13,3,4,34
134,551,412,432,168,13,3,4,35
135,478,407,424,164,13,3,4,36
136,406,404,421,161,13,3,4,37
137,337,398,406,160,13,3,4,38
138,267,390,398,160,13,3,4,39
139,198,388,389,155,13,3,4,39
140,128,382,386,155,13,3,4,40
141,65,380,371,151,13,3,4,40
142,4,377,359,148,13,3,4,40
143,0,373,294,145,13,3,4,40
144,1,367,221,146,13,3,4,40
145,0,367,150,140,13,3,4,40
146,0,368,85,124,13,3,4,40
106,0,640,244,245,14,4,0,60
107,1,648,421,268,14,4,0,60
108,16,669,599,276,14,4,0,60
109,189,689,631,284,14,4,0,60
110,378,709,654,295,14,4,0,59
111,582,735,680,302,14,4,0,58
112,806,754,672,311,14,4,0,57
